"Value.SSB","Value.Recr","Value.SPRratio","Value.F","Value.Bratio","Value.ForeCatch","Value.OFLCatch","Value.lnSPB","year","model_run","iteration","scenario"
120697,3539850,0.277335,0.153702,0.295318,NA,NA,NA,"1990","researchOM_constantgrowthEM_EM_2020","2","researchModel"
103749,3620280,0.385852,0.256465,0.253851,NA,NA,NA,"1991","researchOM_constantgrowthEM_EM_2020","2","researchModel"
105476,6632120,0.668898,0.482152,0.258077,NA,NA,NA,"1992","researchOM_constantgrowthEM_EM_2020","2","researchModel"
142429,18521500,0.120543,0.0801877,0.348493,NA,NA,NA,"1993","researchOM_constantgrowthEM_EM_2020","2","researchModel"
225615,12165100,0.269191,0.19865,0.55203,NA,NA,NA,"1994","researchOM_constantgrowthEM_EM_2020","2","researchModel"
452362,14481000,0.133136,0.0647773,1.10683,NA,NA,NA,"1995","researchOM_constantgrowthEM_EM_2020","2","researchModel"
659422,22078800,0.0898451,0.0436726,1.61346,NA,NA,NA,"1996","researchOM_constantgrowthEM_EM_2020","2","researchModel"
801138,19787900,0.0859761,0.043225,1.96021,NA,NA,NA,"1997","researchOM_constantgrowthEM_EM_2020","2","researchModel"
993746,5084150,0.151594,0.0754606,2.43148,NA,NA,NA,"1998","researchOM_constantgrowthEM_EM_2020","2","researchModel"
1134980,5731080,0.143233,0.0595431,2.77705,NA,NA,NA,"1999","researchOM_constantgrowthEM_EM_2020","2","researchModel"
1003570,5856750,0.193138,0.0687312,2.45553,NA,NA,13.8191,"2000","researchOM_constantgrowthEM_EM_2020","2","researchModel"
773784,1253910,0.272298,0.0886506,1.89328,NA,NA,NA,"2001","researchOM_constantgrowthEM_EM_2020","2","researchModel"
567328,23723700,0.372867,0.130275,1.38813,NA,NA,NA,"2002","researchOM_constantgrowthEM_EM_2020","2","researchModel"
386122,18415800,0.330496,0.155868,0.944756,NA,NA,NA,"2003","researchOM_constantgrowthEM_EM_2020","2","researchModel"
527597,21743800,0.28958,0.139149,1.29092,NA,NA,NA,"2004","researchOM_constantgrowthEM_EM_2020","2","researchModel"
776952,9985510,0.289149,0.110156,1.90103,NA,NA,NA,"2005","researchOM_constantgrowthEM_EM_2020","2","researchModel"
994417,6404210,0.231808,0.0899705,2.43312,NA,NA,NA,"2006","researchOM_constantgrowthEM_EM_2020","2","researchModel"
966344,3378790,0.303591,0.122119,2.36443,NA,NA,NA,"2007","researchOM_constantgrowthEM_EM_2020","2","researchModel"
783782,5293710,0.352601,0.121184,1.91774,NA,NA,NA,"2008","researchOM_constantgrowthEM_EM_2020","2","researchModel"
557619,6760550,0.362632,0.136503,1.36437,NA,NA,NA,"2009","researchOM_constantgrowthEM_EM_2020","2","researchModel"
394016,399720,0.329724,0.185416,0.964073,NA,NA,NA,"2010","researchOM_constantgrowthEM_EM_2020","2","researchModel"
322748,314414,0.457311,0.221956,0.789694,NA,NA,NA,"2011","researchOM_constantgrowthEM_EM_2020","2","researchModel"
189217,325788,0.492219,0.37232,0.462974,NA,NA,NA,"2012","researchOM_constantgrowthEM_EM_2020","2","researchModel"
84066.4,724390,0.435248,0.43964,0.205692,NA,NA,NA,"2013","researchOM_constantgrowthEM_EM_2020","2","researchModel"
44046.9,1497500,0.287452,0.306181,0.107773,NA,NA,NA,"2014","researchOM_constantgrowthEM_EM_2020","2","researchModel"
40330.8,1086710,0.0112366,0.00583852,0.0986808,NA,NA,NA,"2015","researchOM_constantgrowthEM_EM_2020","2","researchModel"
54527.7,2084240,0.278813,0.124312,0.133418,NA,NA,NA,"2016","researchOM_constantgrowthEM_EM_2020","2","researchModel"
64328.8,910155,0.166479,0.093096,0.157399,NA,NA,NA,"2017","researchOM_constantgrowthEM_EM_2020","2","researchModel"
82154.4,2267020,0.220877,0.13185,0.201014,NA,NA,NA,"2018","researchOM_constantgrowthEM_EM_2020","2","researchModel"
84980,4875460,0.208969,0.132583,0.207928,NA,NA,NA,"2019","researchOM_constantgrowthEM_EM_2020","2","researchModel"
94620.5,5283100,0.374679,0.311091,0.231516,NA,NA,11.4576,"2020","researchOM_constantgrowthEM_EM_2020","2","researchModel"
133607,5283100,0.487623,0.353002,0.326908,52402.4,86748.4,NA,"2021","researchOM_constantgrowthEM_EM_2020","2","researchModel"
540.544,301988,0.23241,0.109316,0.00129009,NA,NA,6.29258,"1981","researchOM_constantgrowthEM_EM_init","2","researchModel"
1448.16,701059,0.514684,0.314467,0.00345624,NA,NA,NA,"1982","researchOM_constantgrowthEM_EM_init","2","researchModel"
5670.27,1019340,0.189902,0.0590792,0.0135329,NA,NA,NA,"1983","researchOM_constantgrowthEM_EM_init","2","researchModel"
17027,650777,0.38858,0.190008,0.0406374,NA,NA,NA,"1984","researchOM_constantgrowthEM_EM_init","2","researchModel"
30757.4,2489600,0.117017,0.0528481,0.073407,NA,NA,NA,"1985","researchOM_constantgrowthEM_EM_init","2","researchModel"
42494,1999930,0.107044,0.0584678,0.101418,NA,NA,NA,"1986","researchOM_constantgrowthEM_EM_init","2","researchModel"
69417,2807130,0.148395,0.0738499,0.165674,NA,NA,NA,"1987","researchOM_constantgrowthEM_EM_init","2","researchModel"
98792.8,989266,0.0896753,0.043652,0.235783,NA,NA,NA,"1988","researchOM_constantgrowthEM_EM_init","2","researchModel"
123336,2596170,0.190241,0.105896,0.294359,NA,NA,NA,"1989","researchOM_constantgrowthEM_EM_init","2","researchModel"
120947,3545130,0.272256,0.149533,0.288657,NA,NA,NA,"1990","researchOM_constantgrowthEM_EM_init","2","researchModel"
101976,3649110,0.388764,0.253933,0.24338,NA,NA,NA,"1991","researchOM_constantgrowthEM_EM_init","2","researchModel"
102499,6674270,0.666582,0.479502,0.244629,NA,NA,NA,"1992","researchOM_constantgrowthEM_EM_init","2","researchModel"
140645,18689500,0.122411,0.0792115,0.33567,NA,NA,NA,"1993","researchOM_constantgrowthEM_EM_init","2","researchModel"
224819,12166800,0.269105,0.194233,0.536563,NA,NA,NA,"1994","researchOM_constantgrowthEM_EM_init","2","researchModel"
453660,14532000,0.132834,0.0629962,1.08272,NA,NA,NA,"1995","researchOM_constantgrowthEM_EM_init","2","researchModel"
662235,22059400,0.0897804,0.0424411,1.58052,NA,NA,NA,"1996","researchOM_constantgrowthEM_EM_init","2","researchModel"
803458,19814100,0.0862384,0.0420355,1.91757,NA,NA,NA,"1997","researchOM_constantgrowthEM_EM_init","2","researchModel"
994540,5108040,0.152053,0.0735586,2.37361,NA,NA,NA,"1998","researchOM_constantgrowthEM_EM_init","2","researchModel"
1135550,5760130,0.143085,0.0580813,2.71016,NA,NA,NA,"1999","researchOM_constantgrowthEM_EM_init","2","researchModel"
1005080,5863410,0.192356,0.0669902,2.39877,NA,NA,13.8206,"2000","researchOM_constantgrowthEM_EM_init","2","researchModel"
775358,1252570,0.272027,0.0863316,1.8505,NA,NA,NA,"2001","researchOM_constantgrowthEM_EM_init","2","researchModel"
568723,23752400,0.372541,0.126853,1.35734,NA,NA,NA,"2002","researchOM_constantgrowthEM_EM_init","2","researchModel"
386600,18571100,0.330709,0.15169,0.922677,NA,NA,NA,"2003","researchOM_constantgrowthEM_EM_init","2","researchModel"
526532,21700700,0.289294,0.135936,1.25664,NA,NA,NA,"2004","researchOM_constantgrowthEM_EM_init","2","researchModel"
