"Seas","SpawnBio","Recruit_0","retainB_1","retainN_1","retainB_2","retainN_2","retainB_3","retainN_3","deadB_1","deadN_1","deadB_2","deadN_2","deadB_3","deadN_3","F_1","F_2","F_3","SPRratio","rec_dev","raw_rec_dev","year","model_run","iteration","scenario"
2,504355,0,0,0,25249.9,441269,1016.32,7989.43,0,0,25249.9,441269,1016.32,7989.43,0,0.0857445,0.00871988,0,NA,NA,2004,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,22870700,13803,242662,0,0,54152.6,470497,13803,242662,0,0,54152.6,470497,0.397453,0,0.50866,0,0.294861,0.294861,2005,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,750567,0,0,0,30364.2,605513,101.7,841.003,0,0,30364.2,605513,101.7,841.003,0,0.361496,0.00124592,0,NA,NA,2005,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,8453820,20726.2,370919,0,0,41221,396744,20726.2,370919,0,0,41221,396744,0.668299,0,0.178632,0,0.113904,0.113904,2006,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,881944,0,0,0,39900.3,712025,0,0,0,0,39900.3,712025,0,0,0,0.601006,0,0,NA,NA,2006,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,7412550,46228.2,694607,0,0,48237.1,395699,46228.2,694607,0,0,48237.1,395699,2.93088,0,0.282986,0,-0.663912,-0.663912,2007,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,835062,0,0,0,42910.1,783643,0,0,0,0,42910.1,783643,0,0,0,0.994812,0,0,NA,NA,2007,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,3350830,30036.8,450096,0,0,39804.9,323572,30036.8,450096,0,0,39804.9,323572,4.00003,0,0.206411,0,-0.0934002,-0.0934002,2008,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,677818,0,0,0,41198.6,654737,0,0,0,0,41198.6,654737,0,0,0,1.36914,0,0,NA,NA,2008,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,5540830,14044.9,186254,0,0,44841.2,344749,14044.9,186254,0,0,44841.2,344749,0.20518,0,0.314119,0,0.144479,0.144479,2009,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,477283,0,0,0,31146.5,598612,1369.73,10040.8,0,0,31146.5,598612,1369.73,10040.8,0,1.34864,0.0132267,0,NA,NA,2009,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,6134450,11274,179722,0,0,54085.9,393459,11274,179722,0,0,54085.9,393459,0.250422,0,0.512032,0,-2.19827,-2.19827,2010,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,345603,0,0,0,27267.6,474150,0.0900002,0.619871,0,0,27267.6,474150,0.0900002,0.619871,0,0.614509,1.22312e-06,0,NA,NA,2010,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,506318,24871.4,293871,0,0,39750.5,295581,24871.4,293871,0,0,39750.5,295581,0.504811,0,0.393072,0,-3.7439,-3.7439,2011,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,346689,0,0,0,23189.9,252962,5805.63,39953.4,0,0,23189.9,252962,5805.63,39953.4,0,1.96421,0.0834165,0,NA,NA,2011,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,108109,1528.37,13243.6,0,0,91425.8,667004,1528.37,13243.6,0,0,91425.8,667004,0.0255233,0,1.37821,0,-2.96915,-2.96915,2012,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,217744,0,0,0,13884.9,108601,1570.78,10618.9,0,0,13884.9,108601,1570.78,10618.9,0,1.53421,0.0401874,0,NA,NA,2012,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,180219,921.558,6565.45,0,0,57217.8,370460,921.558,6565.45,0,0,57217.8,370460,2.1698,0,1.46781,0,-1.27642,-1.27642,2013,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,95964.5,0,0,0,5625.03,38918,908.01,5490.34,0,0,5625.03,38918,908.01,5490.34,0,0.374295,0.0397606,0,NA,NA,2013,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,546857,1840.33,12881.3,0,0,15215.7,88458.3,1840.33,12881.3,0,0,15215.7,88458.3,3.9999,0,0.619591,0,-0.374774,-0.374774,2014,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,45110.8,0,0,0,727.709,7519.94,2193.87,12310.8,0,0,727.709,7519.94,2193.87,12310.8,0,0.13095,0.141907,0,NA,NA,2014,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,712778,6.13,33.771,0,0,66.2799,354.319,6.13,33.771,0,0,66.2799,354.319,0.000607028,0,0.0796532,0,-1.04841,-1.04841,2015,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,40038.1,0,0,0,185.82,1216.61,1.29,6.8414,0,0,185.82,1216.61,1.29,6.8414,0,0.0242854,0.00210003,0,NA,NA,2015,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,326635,283.54,1583.9,0,0,173.15,910.325,283.54,1583.9,0,0,173.15,910.325,0.0662678,0,0.289084,0,-0.720818,-0.720818,2016,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,60118.2,0,0,0,7080.53,49630.6,0.0499998,0.260075,0,0,7080.53,49630.6,0.0499998,0.260075,0,0.934102,0.000118592,0,NA,NA,2016,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,648044,170.41,1021.43,0,0,1.17,6.01166,170.41,1021.43,0,0,1.17,6.01166,0.0827779,0,0.00264796,0,-1.2114,-1.2114,2017,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,56373.6,0,0,0,6229.43,37037.2,2.22,11.255,0,0,6229.43,37037.2,2.22,11.255,0,0.570949,0.00666876,0,NA,NA,2017,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,412264,35.3099,197.518,0,0,7.86002,39.739,35.3099,197.518,0,0,7.86002,39.739,0.0116842,0,0.0152599,0,0.0245693,0.0245693,2018,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,46199,0,0,0,11819.4,73477.9,2.51,12.6906,0,0,11819.4,73477.9,2.51,12.6906,0,1.40557,0.00656341,0,NA,NA,2018,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,1733540,130.86,732.8,0,0,7.73001,38.8538,130.86,732.8,0,0,7.73001,38.8538,0.0420628,0,0.0104624,0,0,0,2019,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,43144.5,0,0,0,11819.4,84659.4,2.51,12.6163,0,0,11819.4,84659.4,2.51,12.6163,0,1.84445,0.00457344,0,NA,NA,2019,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,1591590,4.69018,27.2083,0,0,0.201024,1.01277,4.69018,27.2083,0,0,0.201024,1.01277,0.00212931,0,0.000366927,0,-0.558956,-0.558956,2020,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,61057.7,0,0,0,728.416,5653.53,0.0684332,0.344772,0,0,728.416,5653.53,0.0684332,0.344772,0,0.0770935,0.000167386,0,NA,NA,2020,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,1233170,9138.27,60754.6,0,0,616.942,3106.32,9138.27,60754.6,0,0,616.942,3106.32,4,0,4,0,-0.268785,-0.268785,2021,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,86746.1,0,0,0,16456,131240,53.9142,272.811,0,0,16456,131240,53.9142,272.811,0,1.11524,2.1257,0,NA,NA,2021,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,2207220,0.0400062,0.268732,0,0,0.00457059,0.0238201,0.0400062,0.268732,0,0,0.00457059,0.0238201,1.21727e-05,0,0.000164166,0,-0.84499,-0.84499,2022,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,94531.4,0,0,0,0.255529,1.86675,0.000485627,0.00252971,0,0,0.255529,1.86675,0.000485627,0.00252971,0,1.07502e-05,2.3359e-05,0,NA,NA,2022,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,1328710,0.00655098,0.0409335,0,0,0.000665902,0.00348492,0.00655098,0.0409335,0,0,0.000665902,0.00348492,7.72489e-07,0,1.44573e-05,0,0.524479,0.524479,2023,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,126415,0,0,0,0.0794472,0.580811,6.95886e-05,0.000364128,0,0,0.0794472,0.580811,6.95886e-05,0.000364128,0,2.89586e-06,2.02386e-06,0,NA,NA,2023,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,6530940,0.00143328,0.00869074,0,0,0.000157125,0.000822351,0.00143328,0.00869074,0,0,0.000157125,0.000822351,1.01434e-07,0,3.08777e-06,0,-1.72239,-1.72239,2024,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,142342,0,0,0,0.0506191,0.361419,1.54994e-05,8.11175e-05,0,0,0.0506191,0.361419,1.54994e-05,8.11175e-05,0,1.50995e-06,4.08069e-07,0,NA,NA,2024,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,752868,0.00318212,0.0190729,0,0,0.000791794,0.00415932,0.00318212,0.0190729,0,0,0.000791794,0.00415932,1.92944e-07,0,1.74371e-05,0,0.630696,0.630696,2025,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,247743,0,0,0,0.0536928,0.410765,6.52155e-05,0.000342348,0,0,0.0536928,0.410765,6.52155e-05,0.000342348,0,1.22021e-06,1.92288e-06,0,NA,NA,2025,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,11392800,0.00142675,0.00884557,0,0,0.000390271,0.00205756,0.00142675,0.00884557,0,0,0.000390271,0.00205756,6.98879e-08,0,5.10092e-06,0,-0.896635,-0.896635,2026,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,267395,0,0,0,0.0478695,0.348607,3.13596e-05,0.000165093,0,0,0.0478695,0.348607,3.13596e-05,0.000165093,0,7.27645e-07,5.48345e-07,0,NA,NA,2026,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,2586160,0.00011509,0.000702855,0,0,6.46427e-05,0.000340917,0.00011509,0.000702855,0,0,6.46427e-05,0.000340917,4.48424e-09,0,3.04408e-07,0,-0.0347062,-0.0347062,2027,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,430525,0,0,0,0.00152461,0.0111656,5.21075e-06,2.74389e-05,0,0,0.00152461,0.0111656,5.21075e-06,2.74389e-05,0,1.74324e-08,3.2825e-08,0,NA,NA,2027,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,7825050,5.21223e-05,0.000321209,0,0,7.90715e-06,4.16651e-05,5.21223e-05,0.000321209,0,0,7.90715e-06,4.16651e-05,1.27669e-09,0,1.35193e-08,0,0.791511,0.791511,2028,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,483378,0,0,0,0.000157533,0.00117789,540.54,2845.3,0,0,0.000157533,0.00117789,540.54,2845.3,0,1.51278e-09,1.5,0,NA,NA,2028,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,18814700,59028.6,361992,0,0,888.426,4680.02,59028.6,361992,0,0,888.426,4680.02,1.5,0,1.5,0.616249,-1.42817,-1.42817,2029,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
2,482133,0,0,0,148313,1044390,0.50941,2.68092,0,0,148313,1044390,0.50941,2.68092,0,1.5,0.00149787,0,NA,NA,2029,"0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
1,NA,0,33869.2,358169,0,0,10670.1,98594.7,33869.2,358169,0,0,10670.1,98594.7,1.4509,0,3.8701,0.401989,4.7884,4.7884,2000,"constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
2,168472,0,0,0,41586.6,461726,5540.91,48057.9,0,0,41586.6,461726,5540.91,48057.9,0,0.504348,2.81765,0,NA,NA,2000,"constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
1,NA,28913500,3427.9,63275.4,0,0,19040.2,160398,3427.9,63275.4,0,0,19040.2,160398,0.0613957,0,3.99918,0.241834,-4.985,-4.985,2001,"constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
2,247869,0,0,0,18533.6,247914,3110.42,24760.3,0,0,18533.6,247914,3110.42,24760.3,0,0.167778,0.822046,0,NA,NA,2001,"constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
1,NA,2253.13,9514.91,92309.5,0,0,30605.1,242755,9514.91,92309.5,0,0,30605.1,242755,0.280447,0,3.448,0.245045,-3.99487,-3.99487,2002,"constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
2,331222,0,0,0,25564.5,299255,1176.09,8858.6,0,0,25564.5,299255,1176.09,8858.6,0,0.162324,0.174452,0,NA,NA,2002,"constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
1,NA,6096.65,10957.4,109441,0,0,48019.2,360851,10957.4,109441,0,0,48019.2,360851,0.178827,0,3.58204,0.242823,0.496104,0.496104,2003,"constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
2,271170,0,0,0,13348.8,114693,14818.6,104804,0,0,13348.8,114693,14818.6,104804,0,0.122048,1.58487,0,NA,NA,2003,"constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
1,NA,541979,13117,102485,0,0,42908.9,302495,13117,102485,0,0,42908.9,302495,0.210374,0,2.60616,0.267356,4.89988,4.89988,2004,"constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
2,167163,0,0,0,17817.5,127144,906.078,5997.91,0,0,17817.5,127144,906.078,5997.91,0,0.466634,0.0781983,0,NA,NA,2004,"constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
1,NA,43787900,8165.14,269014,0,0,14001.1,91092.6,8165.14,269014,0,0,14001.1,91092.6,0.250262,0,0.67971,0.130271,2.82248,2.82248,2005,"constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
2,285495,0,0,0,11109.8,189220,160.122,1020.85,0,0,11109.8,189220,160.122,1020.85,0,0.116155,0.00984492,0,NA,NA,2005,"constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
1,NA,5555610,53360.9,748913,0,0,76354.8,522143,53360.9,748913,0,0,76354.8,522143,1.78278,0,3.84022,0.367573,4.33798,4.33798,2006,"constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
2,437837,0,0,0,28008.3,336402,0,0,0,0,28008.3,336402,0,0,0,0.115934,0,0,NA,NA,2006,"constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
1,NA,25449300,42224.1,597250,0,0,54335.5,432520,42224.1,597250,0,0,54335.5,432520,0.387974,0,3.99646,0.25762,1.3477,1.3477,2007,"constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
2,503285,0,0,0,27469.8,301504,0,0,0,0,27469.8,301504,0,0,0,0.115679,0,0,NA,NA,2007,"constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
1,NA,1281420,15432.1,134479,0,0,12713.4,99511.6,15432.1,134479,0,0,12713.4,99511.6,0.140366,0,0.655981,0.118024,1.80556,1.80556,2008,"constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
2,510468,0,0,0,26452.3,279142,0,0,0,0,26452.3,279142,0,0,0,0.132525,0,0,NA,NA,2008,"constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
1,NA,2025820,14092,144690,0,0,103387,723345,14092,144690,0,0,103387,723345,0.216569,0,3.30937,0.23691,0.702415,0.702415,2009,"constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
2,381989,0,0,0,19382.6,176201,1392.87,9164.01,0,0,19382.6,176201,1392.87,9164.01,0,0.175221,0.0615135,0,NA,NA,2009,"constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
1,NA,669901,10281.4,79779.7,0,0,140855,930781,10281.4,79779.7,0,0,140855,930781,0.149201,0,3.9969,0.249223,-0.259796,-0.259796,2010,"constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
2,224344,0,0,0,13222.8,103357,0.0672728,0.431544,0,0,13222.8,103357,0.0672728,0.431544,0,0.201275,2.93554e-06,0,NA,NA,2010,"constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
1,NA,253490,20616.2,192619,0,0,102760,648497,20616.2,192619,0,0,102760,648497,2.61979,0,3.80526,0.653244,-5.06616,-5.06616,2011,"constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
